activity_id,opportunity_id,sales_agent,activity_date,activity_type,activity_outcome
ACT-000302,JXLERZ9O,Kary Hendrixson,2017-02-07 11:00:00,Demo,Not interested
ACT-000303,JXLERZ9O,Kary Hendrixson,2017-01-12 14:00:00,Call,Not interested
ACT-000304,JXLERZ9O,Kary Hendrixson,2017-02-01 08:00:00,Meeting,Connected
ACT-000305,JXLERZ9O,Kary Hendrixson,2017-02-07 09:00:00,Meeting,Not interested
ACT-000306,JXLERZ9O,Kary Hendrixson,2016-12-10 15:00:00,Demo,Interested
ACT-000307,JXLERZ9O,Kary Hendrixson,2017-01-05 10:00:00,Call,Rescheduled
ACT-000308,JXLERZ9O,Kary Hendrixson,2017-03-19 13:00:00,Email,Rescheduled
ACT-000309,6ROE69W5,Rosalina Dieter,2017-02-04 14:00:00,Demo,Connected
ACT-000310,6ROE69W5,Rosalina Dieter,2017-02-18 16:00:00,Follow-up,Completed
ACT-000311,6ROE69W5,Rosalina Dieter,2017-03-06 15:00:00,Call,Rescheduled
ACT-000312,6ROE69W5,Rosalina Dieter,2017-01-23 16:00:00,Follow-up,Rescheduled
ACT-000313,6ROE69W5,Rosalina Dieter,2016-12-29 12:00:00,Demo,Responded
ACT-000314,6ROE69W5,Rosalina Dieter,2017-01-17 10:00:00,Email,Not interested
ACT-000315,6ROE69W5,Rosalina Dieter,2016-12-08 09:00:00,Email,Completed
ACT-000316,0DFXFKT7,Darcel Schlecht,2017-02-22 11:00:00,Email,Responded
ACT-000317,0DFXFKT7,Darcel Schlecht,2016-11-18 15:00:00,Email,Not interested
ACT-000318,0DFXFKT7,Darcel Schlecht,2017-01-22 08:00:00,Call,Responded
ACT-000319,0DFXFKT7,Darcel Schlecht,2017-03-21 16:00:00,Follow-up,Completed
ACT-000320,0DFXFKT7,Darcel Schlecht,2017-01-02 15:00:00,Demo,No answer
ACT-000321,0DFXFKT7,Darcel Schlecht,2017-01-30 12:00:00,Call,Connected
ACT-000322,0DFXFKT7,Darcel Schlecht,2016-12-04 17:00:00,Email,Rescheduled
ACT-000323,XKMZVSN4,James Ascencio,2016-11-30 13:00:00,Email,Completed
ACT-000324,XKMZVSN4,James Ascencio,2016-12-31 17:00:00,Call,Responded
ACT-000325,XKMZVSN4,James Ascencio,2017-02-03 11:00:00,Meeting,Interested
ACT-000326,XKMZVSN4,James Ascencio,2016-12-07 08:00:00,Meeting,Rescheduled
ACT-000327,IU8V0BZK,Marty Freudenburg,2017-01-19 11:00:00,Call,No answer
ACT-000328,IU8V0BZK,Marty Freudenburg,2017-01-09 15:00:00,Follow-up,Completed
ACT-000329,IU8V0BZK,Marty Freudenburg,2016-12-18 14:00:00,Demo,Completed
ACT-000330,IU8V0BZK,Marty Freudenburg,2017-01-14 12:00:00,Email,Rescheduled
ACT-000331,IU8V0BZK,Marty Freudenburg,2017-01-06 15:00:00,Follow-up,Connected
ACT-000332,IU8V0BZK,Marty Freudenburg,2016-12-01 10:00:00,Meeting,Not interested
ACT-000333,XY42936P,Maureen Marcano,2017-02-26 16:00:00,Follow-up,Completed
ACT-000334,XY42936P,Maureen Marcano,2017-01-13 10:00:00,Demo,Connected
ACT-000335,XY42936P,Maureen Marcano,2016-11-24 08:00:00,Meeting,Connected
ACT-000336,XY42936P,Maureen Marcano,2017-02-14 11:00:00,Demo,Completed
ACT-000337,XY42936P,Maureen Marcano,2017-02-25 15:00:00,Meeting,Responded
ACT-000338,XY42936P,Maureen Marcano,2016-12-03 10:00:00,Demo,Responded
ACT-000339,XY42936P,Maureen Marcano,2017-01-03 11:00:00,Follow-up,Responded
ACT-000340,XY42936P,Maureen Marcano,2017-03-02 14:00:00,Meeting,Connected
ACT-000341,XY42936P,Maureen Marcano,2017-02-19 13:00:00,Demo,Interested
ACT-000342,XY42936P,Maureen Marcano,2017-03-01 13:00:00,Meeting,Interested
ACT-000343,XRN54MBM,Niesha Huffines,2017-02-01 11:00:00,Call,Completed
ACT-000344,XRN54MBM,Niesha Huffines,2017-02-28 08:00:00,Email,Completed
ACT-000345,XRN54MBM,Niesha Huffines,2017-02-11 12:00:00,Meeting,Connected
ACT-000346,XRN54MBM,Niesha Huffines,2017-02-14 15:00:00,Demo,Rescheduled
ACT-000347,2V848WZD,Lajuana Vencill,2016-11-22 09:00:00,Follow-up,Completed
ACT-000348,2V848WZD,Lajuana Vencill,2017-02-02 17:00:00,Follow-up,Interested
ACT-000349,2V848WZD,Lajuana Vencill,2017-01-08 09:00:00,Call,Not interested
ACT-000350,2V848WZD,Lajuana Vencill,2016-12-23 15:00:00,Email,Interested
ACT-000351,2V848WZD,Lajuana Vencill,2017-01-06 08:00:00,Call,Responded
ACT-000352,2V848WZD,Lajuana Vencill,2017-02-03 17:00:00,Follow-up,Connected
ACT-000353,2V848WZD,Lajuana Vencill,2016-11-23 16:00:00,Demo,Not interested
ACT-000354,2V848WZD,Lajuana Vencill,2016-12-15 14:00:00,Email,Completed
ACT-000355,2V848WZD,Lajuana Vencill,2017-01-09 08:00:00,Email,Not interested
ACT-000356,ONYNTUCG,Darcel Schlecht,2017-02-22 08:00:00,Meeting,No answer
ACT-000357,ONYNTUCG,Darcel Schlecht,2017-01-04 09:00:00,Email,No answer
ACT-000358,ONYNTUCG,Darcel Schlecht,2016-12-16 14:00:00,Follow-up,Rescheduled
ACT-000359,ONYNTUCG,Darcel Schlecht,2017-02-20 12:00:00,Follow-up,No answer
ACT-000360,HIOHX80Y,Darcel Schlecht,2017-02-06 13:00:00,Email,Rescheduled
ACT-000361,HIOHX80Y,Darcel Schlecht,2016-11-24 16:00:00,Call,Not interested
ACT-000362,HIOHX80Y,Darcel Schlecht,2016-12-26 16:00:00,Call,Not interested
ACT-000363,HIOHX80Y,Darcel Schlecht,2017-02-14 13:00:00,Demo,Responded
ACT-000364,HIOHX80Y,Darcel Schlecht,2017-01-24 17:00:00,Email,Connected
ACT-000365,HIOHX80Y,Darcel Schlecht,2017-01-09 14:00:00,Follow-up,Not interested
ACT-000366,HIOHX80Y,Darcel Schlecht,2017-01-27 12:00:00,Follow-up,Connected
ACT-000367,F5U1ACDD,Kami Bicknell,2016-11-29 17:00:00,Meeting,Completed
ACT-000368,F5U1ACDD,Kami Bicknell,2016-12-03 09:00:00,Email,No answer
ACT-000369,F5U1ACDD,Kami Bicknell,2016-11-30 08:00:00,Email,Interested
ACT-000370,F5U1ACDD,Kami Bicknell,2016-11-27 12:00:00,Demo,No answer
ACT-000371,F5U1ACDD,Kami Bicknell,2016-12-08 14:00:00,Email,No answer
ACT-000372,F5U1ACDD,Kami Bicknell,2016-11-25 17:00:00,Email,Not interested
ACT-000373,LPKT07PV,Boris Faz,2017-01-03 12:00:00,Follow-up,Not interested
ACT-000374,LPKT07PV,Boris Faz,2017-01-04 09:00:00,Follow-up,Interested
ACT-000375,LPKT07PV,Boris Faz,2017-01-21 17:00:00,Demo,Connected
ACT-000376,LPKT07PV,Boris Faz,2016-12-30 14:00:00,Email,Not interested
ACT-000377,LPKT07PV,Boris Faz,2017-02-08 14:00:00,Follow-up,Connected
ACT-000378,LPKT07PV,Boris Faz,2017-02-17 08:00:00,Call,Completed
ACT-000379,LPKT07PV,Boris Faz,2016-12-15 17:00:00,Demo,Responded
ACT-000380,LPKT07PV,Boris Faz,2017-02-23 12:00:00,Email,Rescheduled
ACT-000381,LPKT07PV,Boris Faz,2017-03-23 12:00:00,Follow-up,Connected
ACT-000382,WPB2SLIG,Donn Cantrell,2017-02-12 13:00:00,Meeting,Responded
ACT-000383,WPB2SLIG,Donn Cantrell,2017-01-03 12:00:00,Demo,Interested
ACT-000384,WPB2SLIG,Donn Cantrell,2017-02-05 17:00:00,Email,Interested
ACT-000385,XUSUEAV7,Elease Gluck,2016-12-21 13:00:00,Email,Rescheduled
ACT-000386,XUSUEAV7,Elease Gluck,2017-03-09 11:00:00,Email,Rescheduled
ACT-000387,XUSUEAV7,Elease Gluck,2017-01-04 13:00:00,Email,No answer
ACT-000388,XUSUEAV7,Elease Gluck,2016-12-16 11:00:00,Demo,No answer
ACT-000389,XUSUEAV7,Elease Gluck,2017-01-17 15:00:00,Meeting,Completed
ACT-000390,XUSUEAV7,Elease Gluck,2017-02-02 09:00:00,Follow-up,Responded
ACT-000391,ZZY4516R,Hayden Neloms,2016-12-01 12:00:00,Email,Not interested
ACT-000392,ZZY4516R,Hayden Neloms,2016-12-11 17:00:00,Email,Responded
ACT-000393,3TYPII47,Kami Bicknell,2017-01-09 17:00:00,Demo,Rescheduled
ACT-000394,3TYPII47,Kami Bicknell,2016-12-03 08:00:00,Meeting,Responded
ACT-000395,3TYPII47,Kami Bicknell,2017-02-07 10:00:00,Call,Responded
ACT-000396,3TYPII47,Kami Bicknell,2016-12-28 14:00:00,Email,Interested
ACT-000397,3TYPII47,Kami Bicknell,2017-01-06 12:00:00,Email,Interested
ACT-000398,3TYPII47,Kami Bicknell,2017-01-19 14:00:00,Follow-up,Connected
ACT-000399,3TYPII47,Kami Bicknell,2017-01-08 16:00:00,Call,Rescheduled
ACT-000400,3TYPII47,Kami Bicknell,2017-01-09 11:00:00,Follow-up,No answer
ACT-000401,3TYPII47,Kami Bicknell,2017-02-19 17:00:00,Demo,No answer
ACT-000402,3TYPII47,Kami Bicknell,2017-01-29 09:00:00,Email,Connected
ACT-000403,7WAX8Z8O,Lajuana Vencill,2017-02-02 14:00:00,Email,No answer
ACT-000404,7WAX8Z8O,Lajuana Vencill,2016-12-03 14:00:00,Email,No answer
ACT-000405,7WAX8Z8O,Lajuana Vencill,2016-12-28 16:00:00,Meeting,Interested
ACT-000406,7WAX8Z8O,Lajuana Vencill,2016-12-26 12:00:00,Meeting,No answer
ACT-000407,MYDUMR3R,Lajuana Vencill,2017-02-11 16:00:00,Follow-up,Connected
ACT-000408,MYDUMR3R,Lajuana Vencill,2016-12-15 13:00:00,Follow-up,Rescheduled
ACT-000409,MYDUMR3R,Lajuana Vencill,2016-12-28 11:00:00,Email,Completed
ACT-000410,MYDUMR3R,Lajuana Vencill,2016-12-26 10:00:00,Demo,Responded
ACT-000411,MYDUMR3R,Lajuana Vencill,2017-01-30 15:00:00,Demo,Responded
ACT-000412,MYDUMR3R,Lajuana Vencill,2016-12-27 10:00:00,Email,Completed
ACT-000413,MYDUMR3R,Lajuana Vencill,2017-01-27 17:00:00,Meeting,Rescheduled
ACT-000414,MYDUMR3R,Lajuana Vencill,2017-01-14 16:00:00,Email,Connected
ACT-000415,0DRC1U9Q,Maureen Marcano,2016-12-06 14:00:00,Follow-up,No answer
ACT-000416,0DRC1U9Q,Maureen Marcano,2016-12-09 15:00:00,Follow-up,Not interested
ACT-000417,0DRC1U9Q,Maureen Marcano,2016-12-01 16:00:00,Meeting,Responded
ACT-000418,0DRC1U9Q,Maureen Marcano,2016-11-23 15:00:00,Demo,Responded
ACT-000419,0DRC1U9Q,Maureen Marcano,2016-12-12 17:00:00,Call,Completed
ACT-000420,0DRC1U9Q,Maureen Marcano,2016-12-12 10:00:00,Demo,No answer
ACT-000421,37JFKD4I,Niesha Huffines,2017-02-08 17:00:00,Call,Connected
ACT-000422,37JFKD4I,Niesha Huffines,2017-01-29 10:00:00,Demo,Interested
ACT-000423,37JFKD4I,Niesha Huffines,2017-02-25 15:00:00,Call,Rescheduled
ACT-000424,37JFKD4I,Niesha Huffines,2016-11-26 14:00:00,Call,No answer
ACT-000425,37JFKD4I,Niesha Huffines,2017-02-05 11:00:00,Email,Completed
ACT-000426,37JFKD4I,Niesha Huffines,2017-01-03 12:00:00,Meeting,Interested
ACT-000427,25YKPHX8,Donn Cantrell,2016-11-26 14:00:00,Meeting,No answer
ACT-000428,25YKPHX8,Donn Cantrell,2017-02-06 16:00:00,Call,Rescheduled
ACT-000429,25YKPHX8,Donn Cantrell,2017-02-27 09:00:00,Meeting,Interested
ACT-000430,25YKPHX8,Donn Cantrell,2017-02-05 10:00:00,Meeting,Completed
ACT-000431,25YKPHX8,Donn Cantrell,2017-03-03 11:00:00,Call,Rescheduled
ACT-000432,25YKPHX8,Donn Cantrell,2017-02-06 16:00:00,Email,Interested
ACT-000433,25YKPHX8,Donn Cantrell,2017-03-15 17:00:00,Email,Connected
ACT-000434,25YKPHX8,Donn Cantrell,2017-02-22 12:00:00,Demo,Rescheduled
ACT-000435,BXXMA7F3,Hayden Neloms,2017-02-22 17:00:00,Follow-up,Responded
ACT-000436,BXXMA7F3,Hayden Neloms,2017-02-11 11:00:00,Follow-up,No answer
ACT-000437,GIUUTBXM,Kary Hendrixson,2017-01-06 10:00:00,Demo,Interested
ACT-000438,GIUUTBXM,Kary Hendrixson,2016-12-22 11:00:00,Demo,Rescheduled
ACT-000439,GIUUTBXM,Kary Hendrixson,2016-11-21 13:00:00,Follow-up,Rescheduled
ACT-000440,GIUUTBXM,Kary Hendrixson,2016-11-24 10:00:00,Follow-up,Responded
ACT-000441,GIUUTBXM,Kary Hendrixson,2017-01-15 12:00:00,Demo,Responded
ACT-000442,GIUUTBXM,Kary Hendrixson,2016-12-24 14:00:00,Follow-up,Rescheduled
ACT-000443,GIUUTBXM,Kary Hendrixson,2017-01-10 13:00:00,Meeting,No answer
ACT-000444,GIUUTBXM,Kary Hendrixson,2017-02-13 14:00:00,Demo,Responded
ACT-000445,MFX2LR1Q,Lajuana Vencill,2017-03-08 17:00:00,Email,Responded
ACT-000446,MFX2LR1Q,Lajuana Vencill,2017-02-14 10:00:00,Follow-up,Interested
ACT-000447,MFX2LR1Q,Lajuana Vencill,2016-12-24 08:00:00,Email,Not interested
ACT-000448,MFX2LR1Q,Lajuana Vencill,2016-12-24 10:00:00,Call,Interested
ACT-000449,MFX2LR1Q,Lajuana Vencill,2016-12-09 10:00:00,Call,Rescheduled
ACT-000450,MFX2LR1Q,Lajuana Vencill,2017-02-13 08:00:00,Demo,Connected
ACT-000451,MFX2LR1Q,Lajuana Vencill,2017-01-26 14:00:00,Email,Completed
ACT-000452,MFX2LR1Q,Lajuana Vencill,2017-02-09 11:00:00,Call,Not interested
ACT-000453,DUHE9FLY,Marty Freudenburg,2017-02-25 16:00:00,Call,Interested
ACT-000454,DUHE9FLY,Marty Freudenburg,2017-01-16 12:00:00,Meeting,Connected
ACT-000455,DUHE9FLY,Marty Freudenburg,2017-02-17 10:00:00,Call,No answer
ACT-000456,DUHE9FLY,Marty Freudenburg,2016-12-17 15:00:00,Email,No answer
ACT-000457,96BSG7R1,Zane Levy,2017-02-04 11:00:00,Email,Responded
ACT-000458,96BSG7R1,Zane Levy,2017-01-13 08:00:00,Follow-up,Not interested
ACT-000459,96BSG7R1,Zane Levy,2016-11-29 17:00:00,Demo,Interested
ACT-000460,96BSG7R1,Zane Levy,2016-12-15 08:00:00,Call,Responded
ACT-000461,96BSG7R1,Zane Levy,2017-03-03 08:00:00,Call,Interested
ACT-000462,96BSG7R1,Zane Levy,2017-01-27 08:00:00,Meeting,Rescheduled
ACT-000463,96BSG7R1,Zane Levy,2016-12-30 16:00:00,Meeting,Not interested
ACT-000464,96BSG7R1,Zane Levy,2017-01-09 14:00:00,Email,No answer
ACT-000465,7FQMSWIX,Corliss Cosme,2016-12-08 11:00:00,Follow-up,Rescheduled
ACT-000466,7FQMSWIX,Corliss Cosme,2016-12-14 17:00:00,Meeting,Connected
ACT-000467,7FQMSWIX,Corliss Cosme,2016-12-23 17:00:00,Meeting,Rescheduled
ACT-000468,7FQMSWIX,Corliss Cosme,2017-02-16 17:00:00,Follow-up,Rescheduled
ACT-000469,7FQMSWIX,Corliss Cosme,2016-12-10 14:00:00,Call,Responded
ACT-000470,C20AVXN7,Darcel Schlecht,2017-01-15 15:00:00,Demo,Connected
ACT-000471,C20AVXN7,Darcel Schlecht,2016-12-15 11:00:00,Call,Responded
ACT-000472,C20AVXN7,Darcel Schlecht,2017-01-26 15:00:00,Call,Completed
ACT-000473,C20AVXN7,Darcel Schlecht,2016-12-26 08:00:00,Meeting,Connected
ACT-000474,C20AVXN7,Darcel Schlecht,2017-03-03 11:00:00,Follow-up,No answer
ACT-000475,C20AVXN7,Darcel Schlecht,2017-01-19 08:00:00,Follow-up,Completed
ACT-000476,GS1QVWCR,Kami Bicknell,2016-12-22 16:00:00,Meeting,Connected
ACT-000477,GS1QVWCR,Kami Bicknell,2017-01-14 10:00:00,Email,No answer
ACT-000478,GS1QVWCR,Kami Bicknell,2016-12-16 16:00:00,Demo,Interested
ACT-000479,GS1QVWCR,Kami Bicknell,2017-03-10 12:00:00,Email,No answer
ACT-000480,GS1QVWCR,Kami Bicknell,2017-03-22 09:00:00,Email,Responded
ACT-000481,GS1QVWCR,Kami Bicknell,2016-12-12 13:00:00,Meeting,Connected
ACT-000482,GS1QVWCR,Kami Bicknell,2016-12-28 15:00:00,Meeting,Connected
ACT-000483,ZWH8FXY3,Marty Freudenburg,2016-12-26 12:00:00,Call,Connected
ACT-000484,ZWH8FXY3,Marty Freudenburg,2017-01-31 14:00:00,Demo,Rescheduled
ACT-000485,ZWH8FXY3,Marty Freudenburg,2016-11-26 15:00:00,Follow-up,Responded
ACT-000486,ZWH8FXY3,Marty Freudenburg,2016-11-27 14:00:00,Meeting,Completed
ACT-000487,ZWH8FXY3,Marty Freudenburg,2017-02-14 14:00:00,Call,Responded
ACT-000488,ZWH8FXY3,Marty Freudenburg,2016-12-19 11:00:00,Meeting,Interested
ACT-000489,ZWH8FXY3,Marty Freudenburg,2017-02-08 09:00:00,Meeting,Completed
ACT-000490,2U94Y3Q9,Rosie Papadopoulos,2016-11-28 08:00:00,Follow-up,Completed
ACT-000491,2U94Y3Q9,Rosie Papadopoulos,2017-02-20 12:00:00,Demo,Interested
ACT-000492,2U94Y3Q9,Rosie Papadopoulos,2016-12-06 09:00:00,Call,No answer
ACT-000493,2U94Y3Q9,Rosie Papadopoulos,2017-02-06 15:00:00,Meeting,Responded
ACT-000494,AAR79NOO,Versie Hillebrand,2016-12-20 15:00:00,Call,Interested
ACT-000495,AAR79NOO,Versie Hillebrand,2017-02-09 14:00:00,Call,Connected
ACT-000496,AAR79NOO,Versie Hillebrand,2017-02-05 10:00:00,Email,Not interested
ACT-000497,AAR79NOO,Versie Hillebrand,2016-12-09 08:00:00,Call,Completed
ACT-000498,AAR79NOO,Versie Hillebrand,2017-01-14 10:00:00,Email,Rescheduled
ACT-000499,AAR79NOO,Versie Hillebrand,2017-03-08 17:00:00,Follow-up,Completed
ACT-000500,AAR79NOO,Versie Hillebrand,2017-03-04 16:00:00,Meeting,Rescheduled
ACT-000501,AAR79NOO,Versie Hillebrand,2017-02-22 17:00:00,Meeting,Rescheduled
ACT-000502,AAR79NOO,Versie Hillebrand,2017-03-11 13:00:00,Call,No answer
ACT-000503,B6B0PNR2,Vicki Laflamme,2016-12-09 17:00:00,Demo,Completed
ACT-000504,B6B0PNR2,Vicki Laflamme,2017-01-09 08:00:00,Meeting,Not interested
ACT-000505,B6B0PNR2,Vicki Laflamme,2017-02-26 16:00:00,Call,Not interested
ACT-000506,B6B0PNR2,Vicki Laflamme,2016-12-19 13:00:00,Call,No answer
ACT-000507,B6B0PNR2,Vicki Laflamme,2017-02-11 10:00:00,Email,No answer
ACT-000508,M7I5O9YU,Corliss Cosme,2016-12-15 13:00:00,Follow-up,Completed
ACT-000509,M7I5O9YU,Corliss Cosme,2016-12-08 08:00:00,Meeting,Connected
ACT-000510,M7I5O9YU,Corliss Cosme,2016-12-11 16:00:00,Email,Interested
ACT-000511,M7I5O9YU,Corliss Cosme,2016-12-07 14:00:00,Call,Not interested
ACT-000512,M7I5O9YU,Corliss Cosme,2016-12-09 09:00:00,Call,No answer
ACT-000513,LXZA2OSZ,Corliss Cosme,2017-02-12 12:00:00,Demo,Interested
ACT-000514,LXZA2OSZ,Corliss Cosme,2017-02-16 17:00:00,Call,Connected
ACT-000515,LXZA2OSZ,Corliss Cosme,2017-01-29 15:00:00,Follow-up,Rescheduled
ACT-000516,LXZA2OSZ,Corliss Cosme,2017-02-01 16:00:00,Meeting,No answer
ACT-000517,N0ONCYVZ,Donn Cantrell,2016-12-16 13:00:00,Email,Completed
ACT-000518,N0ONCYVZ,Donn Cantrell,2016-11-25 08:00:00,Meeting,Connected
ACT-000519,N0ONCYVZ,Donn Cantrell,2017-02-20 10:00:00,Meeting,Connected
ACT-000520,N0ONCYVZ,Donn Cantrell,2016-12-16 15:00:00,Email,Connected
ACT-000521,N0ONCYVZ,Donn Cantrell,2017-03-17 13:00:00,Meeting,Interested
ACT-000522,N0ONCYVZ,Donn Cantrell,2016-12-23 09:00:00,Demo,No answer
ACT-000523,N0ONCYVZ,Donn Cantrell,2017-01-15 13:00:00,Demo,Interested
ACT-000524,N0ONCYVZ,Donn Cantrell,2016-12-27 11:00:00,Demo,Interested
ACT-000525,N0ONCYVZ,Donn Cantrell,2016-12-29 14:00:00,Call,Responded
ACT-000526,N0ONCYVZ,Donn Cantrell,2016-12-09 12:00:00,Follow-up,Interested
ACT-000527,GYB4W2AU,Elease Gluck,2016-12-17 14:00:00,Call,Not interested
ACT-000528,GYB4W2AU,Elease Gluck,2016-11-27 14:00:00,Demo,No answer
ACT-000529,GYB4W2AU,Elease Gluck,2016-12-04 15:00:00,Call,No answer
ACT-000530,GYB4W2AU,Elease Gluck,2016-12-18 14:00:00,Email,Not interested
ACT-000531,GYB4W2AU,Elease Gluck,2016-11-24 14:00:00,Meeting,Not interested
ACT-000532,513DPFX5,Gladys Colclough,2017-01-18 15:00:00,Call,Completed
ACT-000533,513DPFX5,Gladys Colclough,2017-01-22 16:00:00,Follow-up,Connected
ACT-000534,513DPFX5,Gladys Colclough,2017-02-02 13:00:00,Meeting,Not interested
ACT-000535,513DPFX5,Gladys Colclough,2017-02-11 12:00:00,Demo,Rescheduled
ACT-000536,RU023K5W,Gladys Colclough,2017-03-15 13:00:00,Demo,Connected
ACT-000537,RU023K5W,Gladys Colclough,2017-02-10 08:00:00,Meeting,Rescheduled
ACT-000538,RU023K5W,Gladys Colclough,2017-01-09 08:00:00,Email,Rescheduled
ACT-000539,RU023K5W,Gladys Colclough,2017-01-16 12:00:00,Meeting,Interested
ACT-000540,RU023K5W,Gladys Colclough,2016-12-22 15:00:00,Demo,Connected
ACT-000541,RU023K5W,Gladys Colclough,2017-03-12 12:00:00,Email,Not interested
ACT-000542,RU023K5W,Gladys Colclough,2017-02-20 14:00:00,Follow-up,Rescheduled
ACT-000543,VDIU10RV,Markita Hansen,2016-12-02 11:00:00,Email,Completed
ACT-000544,VDIU10RV,Markita Hansen,2016-12-18 08:00:00,Email,Responded
ACT-000545,VDIU10RV,Markita Hansen,2016-12-11 08:00:00,Meeting,Responded
ACT-000546,VDIU10RV,Markita Hansen,2016-12-14 12:00:00,Follow-up,Interested
ACT-000547,VDIU10RV,Markita Hansen,2016-12-13 11:00:00,Meeting,No answer
ACT-000548,VDIU10RV,Markita Hansen,2016-12-05 08:00:00,Meeting,Completed
ACT-000549,VDIU10RV,Markita Hansen,2016-12-11 09:00:00,Demo,Interested
ACT-000550,VDIU10RV,Markita Hansen,2016-11-23 14:00:00,Call,Not interested
ACT-000551,VDIU10RV,Markita Hansen,2016-11-28 17:00:00,Email,Connected
ACT-000552,BZCBQ514,Markita Hansen,2017-01-29 12:00:00,Meeting,Not interested
ACT-000553,BZCBQ514,Markita Hansen,2016-12-29 09:00:00,Meeting,Connected
ACT-000554,BZCBQ514,Markita Hansen,2016-11-29 10:00:00,Meeting,Not interested
ACT-000555,BZCBQ514,Markita Hansen,2016-12-25 17:00:00,Follow-up,Not interested
ACT-000556,BZCBQ514,Markita Hansen,2017-01-21 16:00:00,Demo,Not interested
ACT-000557,BZCBQ514,Markita Hansen,2017-01-02 16:00:00,Follow-up,Rescheduled
ACT-000558,BZCBQ514,Markita Hansen,2017-02-10 12:00:00,Meeting,Responded
ACT-000559,BZCBQ514,Markita Hansen,2017-01-24 13:00:00,Call,Responded
ACT-000560,BZCBQ514,Markita Hansen,2016-12-02 17:00:00,Demo,Rescheduled
ACT-000561,BZCBQ514,Markita Hansen,2017-02-04 11:00:00,Follow-up,Interested
ACT-000562,HEE6P0QH,Anna Snelling,2016-12-14 11:00:00,Email,Responded
ACT-000563,HEE6P0QH,Anna Snelling,2017-02-23 13:00:00,Call,Rescheduled
ACT-000564,HEE6P0QH,Anna Snelling,2017-01-22 14:00:00,Demo,Rescheduled
ACT-000565,HEE6P0QH,Anna Snelling,2017-03-13 13:00:00,Call,Responded
ACT-000566,HEE6P0QH,Anna Snelling,2016-12-02 15:00:00,Demo,Interested
ACT-000567,HEE6P0QH,Anna Snelling,2017-01-06 10:00:00,Call,Connected
ACT-000568,L8CHRJ2B,Cassey Cress,2017-02-27 16:00:00,Email,No answer
ACT-000569,L8CHRJ2B,Cassey Cress,2017-02-27 11:00:00,Email,Not interested
ACT-000570,L8CHRJ2B,Cassey Cress,2017-01-24 12:00:00,Email,Interested
ACT-000571,L8CHRJ2B,Cassey Cress,2016-12-10 12:00:00,Meeting,Interested
ACT-000572,L8CHRJ2B,Cassey Cress,2017-01-24 12:00:00,Email,Not interested
ACT-000573,L8CHRJ2B,Cassey Cress,2017-01-03 12:00:00,Demo,Responded
ACT-000574,579LZ3F9,Daniell Hammack,2016-12-16 17:00:00,Call,Interested
ACT-000575,579LZ3F9,Daniell Hammack,2016-12-03 12:00:00,Call,Completed
ACT-000576,579LZ3F9,Daniell Hammack,2016-12-11 13:00:00,Demo,Completed
ACT-000577,579LZ3F9,Daniell Hammack,2016-12-03 11:00:00,Email,Rescheduled
ACT-000578,579LZ3F9,Daniell Hammack,2016-12-07 11:00:00,Call,Responded
ACT-000579,579LZ3F9,Daniell Hammack,2016-12-17 13:00:00,Email,Not interested
ACT-000580,579LZ3F9,Daniell Hammack,2016-11-24 15:00:00,Follow-up,Not interested
ACT-000581,SU8JNMP4,Kami Bicknell,2016-12-05 09:00:00,Email,Completed
ACT-000582,SU8JNMP4,Kami Bicknell,2016-12-24 16:00:00,Email,Rescheduled
ACT-000583,SU8JNMP4,Kami Bicknell,2016-11-29 12:00:00,Follow-up,Rescheduled
ACT-000584,SU8JNMP4,Kami Bicknell,2016-12-14 11:00:00,Demo,Rescheduled
ACT-000585,SU8JNMP4,Kami Bicknell,2016-12-04 11:00:00,Demo,Interested
ACT-000586,SU8JNMP4,Kami Bicknell,2016-12-02 11:00:00,Meeting,Responded
ACT-000587,SU8JNMP4,Kami Bicknell,2016-12-15 14:00:00,Call,Interested
ACT-000588,SU8JNMP4,Kami Bicknell,2016-12-23 14:00:00,Follow-up,Rescheduled
ACT-000589,V2X2KMUR,Kami Bicknell,2017-01-05 13:00:00,Email,Not interested
ACT-000590,V2X2KMUR,Kami Bicknell,2017-01-28 14:00:00,Call,Connected
ACT-000591,V2X2KMUR,Kami Bicknell,2017-03-27 13:00:00,Follow-up,Not interested
ACT-000592,V2X2KMUR,Kami Bicknell,2017-03-03 13:00:00,Call,Connected
ACT-000593,V2X2KMUR,Kami Bicknell,2017-02-27 12:00:00,Meeting,Rescheduled
ACT-000594,V2X2KMUR,Kami Bicknell,2016-12-21 14:00:00,Meeting,Completed
ACT-000595,AJIPJP75,Marty Freudenburg,2016-12-17 08:00:00,Follow-up,Rescheduled
ACT-000596,AJIPJP75,Marty Freudenburg,2016-11-26 16:00:00,Follow-up,Connected
ACT-000597,AJIPJP75,Marty Freudenburg,2017-02-01 10:00:00,Meeting,Not interested
ACT-000598,AJIPJP75,Marty Freudenburg,2016-12-06 12:00:00,Follow-up,Not interested
ACT-000599,AJIPJP75,Marty Freudenburg,2016-12-08 08:00:00,Meeting,Connected
ACT-000600,AJIPJP75,Marty Freudenburg,2016-12-02 11:00:00,Demo,Responded
ACT-000601,AJIPJP75,Marty Freudenburg,2017-01-05 15:00:00,Call,Connected
