transition_id,opportunity_id,sales_agent,from_stage,to_stage,changed_at,days_in_previous_stage
ST-000329,ICMXZOVL,Daniell Hammack,Prospecting,Engaging,2016-12-08,15
ST-000330,UQ14O415,Donn Cantrell,Prospecting,Engaging,2016-12-08,15
ST-000331,UQ14O415,Donn Cantrell,Engaging,Won,2017-03-20,102
ST-000332,IBEUTCSW,James Ascencio,Prospecting,Engaging,2016-12-08,22
ST-000333,O3KC8QI8,Kami Bicknell,Prospecting,Engaging,2016-12-08,17
ST-000334,BOJSLNDG,Kami Bicknell,Prospecting,Engaging,2016-12-08,19
ST-000335,BOJSLNDG,Kami Bicknell,Engaging,Won,2017-03-11,93
ST-000336,WALNFJ70,Kary Hendrixson,Prospecting,Engaging,2016-12-08,11
ST-000337,DASMR0EK,Markita Hansen,Prospecting,Engaging,2016-12-08,20
ST-000338,DASMR0EK,Markita Hansen,Engaging,Won,2017-03-10,92
ST-000339,A76M0OOH,Reed Clapper,Prospecting,Engaging,2016-12-08,30
ST-000340,A76M0OOH,Reed Clapper,Engaging,Won,2017-03-28,110
ST-000341,E1VKE2PH,Vicki Laflamme,Prospecting,Engaging,2016-12-08,3
ST-000342,E1VKE2PH,Vicki Laflamme,Engaging,Won,2017-03-26,108
ST-000343,SKY95DVG,Anna Snelling,Prospecting,Engaging,2016-12-09,24
ST-000344,SKY95DVG,Anna Snelling,Engaging,Lost,2017-03-22,103
ST-000345,V5OK4V5I,Cassey Cress,Prospecting,Engaging,2016-12-09,26
ST-000346,V5OK4V5I,Cassey Cress,Engaging,Won,2017-03-14,95
ST-000347,GJ4L5HHN,Corliss Cosme,Prospecting,Engaging,2016-12-09,6
ST-000348,GJ4L5HHN,Corliss Cosme,Engaging,Won,2017-03-14,95
ST-000349,9R8JWY3J,Donn Cantrell,Prospecting,Engaging,2016-12-09,24
ST-000350,9R8JWY3J,Donn Cantrell,Engaging,Won,2017-03-03,84
ST-000351,0EOFVU05,Donn Cantrell,Prospecting,Engaging,2016-12-09,20
ST-000352,0EOFVU05,Donn Cantrell,Engaging,Won,2017-03-28,109
ST-000353,HNHOPL7M,Kary Hendrixson,Prospecting,Engaging,2016-12-09,27
ST-000354,HNHOPL7M,Kary Hendrixson,Engaging,Won,2017-03-04,85
ST-000355,Y0NYI17R,Vicki Laflamme,Prospecting,Engaging,2016-12-09,11
ST-000356,Y0NYI17R,Vicki Laflamme,Engaging,Won,2017-03-15,96
ST-000357,R4F4RGAL,Violet Mclelland,Prospecting,Engaging,2016-12-09,27
ST-000358,R4F4RGAL,Violet Mclelland,Engaging,Won,2017-03-14,95
ST-000359,MNVMY83P,Cassey Cress,Prospecting,Engaging,2016-12-10,23
ST-000360,0ZHLQFGU,Kami Bicknell,Prospecting,Engaging,2016-12-10,13
ST-000361,0ZHLQFGU,Kami Bicknell,Engaging,Won,2017-03-22,102
ST-000362,40DPY158,Markita Hansen,Prospecting,Engaging,2016-12-10,6
ST-000363,40DPY158,Markita Hansen,Engaging,Won,2017-03-25,105
ST-000364,DP9E525R,Maureen Marcano,Prospecting,Engaging,2016-12-10,12
ST-000365,DP9E525R,Maureen Marcano,Engaging,Won,2017-03-24,104
ST-000366,DBDUMQQK,Niesha Huffines,Prospecting,Engaging,2016-12-10,16
ST-000367,DBDUMQQK,Niesha Huffines,Engaging,Won,2017-03-24,104
ST-000368,CNBN12RL,Versie Hillebrand,Prospecting,Engaging,2016-12-10,8
ST-000369,CNBN12RL,Versie Hillebrand,Engaging,Won,2017-03-07,87
ST-000370,OXL0YWEE,Violet Mclelland,Prospecting,Engaging,2016-12-10,17
ST-000371,OXL0YWEE,Violet Mclelland,Engaging,Won,2017-03-18,98
ST-000372,ZOBJHMAF,Cassey Cress,Prospecting,Engaging,2016-12-11,3
ST-000373,KD6MB4AP,Elease Gluck,Prospecting,Engaging,2016-12-11,26
ST-000374,5CSSZJF4,Jonathan Berthelot,Prospecting,Engaging,2016-12-11,26
ST-000375,5CSSZJF4,Jonathan Berthelot,Engaging,Won,2017-03-21,100
ST-000376,0XG8TOJF,Kary Hendrixson,Prospecting,Engaging,2016-12-11,11
ST-000377,0XG8TOJF,Kary Hendrixson,Engaging,Lost,2017-03-18,97
ST-000378,IIS0O91J,Kary Hendrixson,Prospecting,Engaging,2016-12-11,19
ST-000379,IIS0O91J,Kary Hendrixson,Engaging,Won,2017-03-28,107
ST-000380,2LP5SUR5,Lajuana Vencill,Prospecting,Engaging,2016-12-11,27
ST-000381,2LP5SUR5,Lajuana Vencill,Engaging,Lost,2017-03-09,88
ST-000382,PYZZ3IS6,Markita Hansen,Prospecting,Engaging,2016-12-11,8
ST-000383,PYZZ3IS6,Markita Hansen,Engaging,Won,2017-03-11,90
ST-000384,5I4K5TQE,Cassey Cress,Prospecting,Engaging,2016-12-12,19
ST-000385,5I4K5TQE,Cassey Cress,Engaging,Lost,2017-03-09,87
ST-000386,RV3LPOYP,James Ascencio,Prospecting,Engaging,2016-12-12,6
ST-000387,RV3LPOYP,James Ascencio,Engaging,Won,2017-03-29,107
ST-000388,A194RP0I,Rosalina Dieter,Prospecting,Engaging,2016-12-12,30
ST-000389,1HVNTEPV,Rosie Papadopoulos,Prospecting,Engaging,2016-12-12,23
ST-000390,1HVNTEPV,Rosie Papadopoulos,Engaging,Won,2017-03-11,89
ST-000391,LC85AQ1I,Vicki Laflamme,Prospecting,Engaging,2016-12-12,12
ST-000392,LC85AQ1I,Vicki Laflamme,Engaging,Won,2017-03-18,96
ST-000393,TBV972NP,Violet Mclelland,Prospecting,Engaging,2016-12-12,29
ST-000394,TBV972NP,Violet Mclelland,Engaging,Lost,2017-03-23,101
ST-000395,EJMX0EIJ,Darcel Schlecht,Prospecting,Engaging,2016-12-13,23
ST-000396,EJMX0EIJ,Darcel Schlecht,Engaging,Won,2017-03-20,97
ST-000397,VR9NYBOV,Garret Kinder,Prospecting,Engaging,2016-12-13,19
ST-000398,VR9NYBOV,Garret Kinder,Engaging,Won,2017-03-06,83
ST-000399,3U25FK08,Jonathan Berthelot,Prospecting,Engaging,2016-12-13,22
ST-000400,3U25FK08,Jonathan Berthelot,Engaging,Won,2017-03-28,105
ST-000401,KV2OFRJT,Kami Bicknell,Prospecting,Engaging,2016-12-13,9
ST-000402,CRLK4Z1P,Maureen Marcano,Prospecting,Engaging,2016-12-13,7
ST-000403,CRLK4Z1P,Maureen Marcano,Engaging,Won,2017-03-04,81
ST-000404,OGENAT0L,Zane Levy,Prospecting,Engaging,2016-12-13,14
ST-000405,OGENAT0L,Zane Levy,Engaging,Won,2017-03-27,104
ST-000406,F57JWIDF,Gladys Colclough,Prospecting,Engaging,2016-12-14,27
ST-000407,F57JWIDF,Gladys Colclough,Engaging,Won,2017-03-02,78
ST-000408,ERFRHR3Z,Hayden Neloms,Prospecting,Engaging,2016-12-14,8
ST-000409,J53D8EOL,Kary Hendrixson,Prospecting,Engaging,2016-12-14,20
ST-000410,LF8JZ3Q5,Kary Hendrixson,Prospecting,Engaging,2016-12-14,27
ST-000411,LF8JZ3Q5,Kary Hendrixson,Engaging,Won,2017-03-13,89
ST-000412,MRGBSMQ5,Kary Hendrixson,Prospecting,Engaging,2016-12-14,19
ST-000413,MRGBSMQ5,Kary Hendrixson,Engaging,Won,2017-03-14,90
ST-000414,CBAV8ZJL,Lajuana Vencill,Prospecting,Engaging,2016-12-14,3
ST-000415,CBAV8ZJL,Lajuana Vencill,Engaging,Won,2017-03-22,98
ST-000416,J32XDDAW,Markita Hansen,Prospecting,Engaging,2016-12-14,22
ST-000417,NN4DWBVN,Maureen Marcano,Prospecting,Engaging,2016-12-14,13
ST-000418,NN4DWBVN,Maureen Marcano,Engaging,Lost,2017-03-04,80
ST-000419,6JXHEZYK,Versie Hillebrand,Prospecting,Engaging,2016-12-14,18
ST-000420,6JXHEZYK,Versie Hillebrand,Engaging,Won,2017-03-31,107
ST-000421,WDHNR2EI,Violet Mclelland,Prospecting,Engaging,2016-12-14,3
ST-000422,WDHNR2EI,Violet Mclelland,Engaging,Won,2017-03-20,96
ST-000423,4K750D6F,Violet Mclelland,Prospecting,Engaging,2016-12-14,6
ST-000424,4K750D6F,Violet Mclelland,Engaging,Won,2017-03-18,94
ST-000425,94GI0ZJ7,Anna Snelling,Prospecting,Engaging,2016-12-15,14
ST-000426,94GI0ZJ7,Anna Snelling,Engaging,Won,2017-03-15,90
ST-000427,TODG6DEK,Daniell Hammack,Prospecting,Engaging,2016-12-15,29
ST-000428,TODG6DEK,Daniell Hammack,Engaging,Won,2017-03-16,91
ST-000429,G0ECB8FS,Kary Hendrixson,Prospecting,Engaging,2016-12-15,28
ST-000430,G0ECB8FS,Kary Hendrixson,Engaging,Won,2017-03-15,90
ST-000431,1ZDDZD8B,Markita Hansen,Prospecting,Engaging,2016-12-15,12
ST-000432,96MZYUY0,Vicki Laflamme,Prospecting,Engaging,2016-12-15,10
ST-000433,96MZYUY0,Vicki Laflamme,Engaging,Won,2017-03-07,82
ST-000434,EZVKSQ9C,Boris Faz,Prospecting,Engaging,2016-12-16,4
ST-000435,RJYG004O,Daniell Hammack,Prospecting,Engaging,2016-12-16,10
ST-000436,JZOKHHWN,Donn Cantrell,Prospecting,Engaging,2016-12-16,21
ST-000437,JZOKHHWN,Donn Cantrell,Engaging,Won,2017-03-07,81
ST-000438,EH6I67I0,James Ascencio,Prospecting,Engaging,2016-12-16,5
ST-000439,EH6I67I0,James Ascencio,Engaging,Won,2017-03-15,89
ST-000440,JUUXF02Z,Kary Hendrixson,Prospecting,Engaging,2016-12-16,5
ST-000441,JUUXF02Z,Kary Hendrixson,Engaging,Won,2017-03-09,83
ST-000442,OT87JDWO,Lajuana Vencill,Prospecting,Engaging,2016-12-16,26
ST-000443,OT87JDWO,Lajuana Vencill,Engaging,Won,2017-03-24,98
ST-000444,YHKT6YJ7,Moses Frase,Prospecting,Engaging,2016-12-16,18
ST-000445,YHKT6YJ7,Moses Frase,Engaging,Won,2017-03-13,87
ST-000446,H78I3TAY,Reed Clapper,Prospecting,Engaging,2016-12-16,29
ST-000447,H78I3TAY,Reed Clapper,Engaging,Won,2017-03-14,88
ST-000448,1ROC43JK,Versie Hillebrand,Prospecting,Engaging,2016-12-16,5
ST-000449,1ROC43JK,Versie Hillebrand,Engaging,Won,2017-03-08,82
ST-000450,LPZLQL48,Vicki Laflamme,Prospecting,Engaging,2016-12-16,27
ST-000451,LPZLQL48,Vicki Laflamme,Engaging,Won,2017-03-28,102
ST-000452,PYOFK7ZD,Cassey Cress,Prospecting,Engaging,2016-12-17,20
ST-000453,DWUXMAGZ,Corliss Cosme,Prospecting,Engaging,2016-12-17,27
ST-000454,3KR50X38,Corliss Cosme,Prospecting,Engaging,2016-12-17,7
ST-000455,3KR50X38,Corliss Cosme,Engaging,Won,2017-03-13,86
ST-000456,Q3WLHRE9,Darcel Schlecht,Prospecting,Engaging,2016-12-17,7
ST-000457,Q3WLHRE9,Darcel Schlecht,Engaging,Won,2017-03-04,77
ST-000458,IX7UEOAP,Donn Cantrell,Prospecting,Engaging,2016-12-17,24
ST-000459,IX7UEOAP,Donn Cantrell,Engaging,Lost,2017-03-27,100
ST-000460,NQU62K1H,Donn Cantrell,Prospecting,Engaging,2016-12-17,18
ST-000461,NQU62K1H,Donn Cantrell,Engaging,Won,2017-03-12,85
ST-000462,NAQKOU0T,Hayden Neloms,Prospecting,Engaging,2016-12-17,20
ST-000463,NAQKOU0T,Hayden Neloms,Engaging,Won,2017-03-20,93
ST-000464,I3V3GUAI,Lajuana Vencill,Prospecting,Engaging,2016-12-17,8
ST-000465,I3V3GUAI,Lajuana Vencill,Engaging,Won,2017-03-02,75
ST-000466,PN4VJDXY,Moses Frase,Prospecting,Engaging,2016-12-17,11
ST-000467,PN4VJDXY,Moses Frase,Engaging,Won,2017-03-28,101
ST-000468,K9D4DQ3R,Rosie Papadopoulos,Prospecting,Engaging,2016-12-17,19
ST-000469,K9D4DQ3R,Rosie Papadopoulos,Engaging,Won,2017-03-02,75
ST-000470,9X6V79KE,Versie Hillebrand,Prospecting,Engaging,2016-12-17,30
ST-000471,9X6V79KE,Versie Hillebrand,Engaging,Won,2017-03-25,98
ST-000472,6SN2RQJX,Vicki Laflamme,Prospecting,Engaging,2016-12-17,22
ST-000473,W1KLFNE4,Anna Snelling,Prospecting,Engaging,2016-12-18,16
ST-000474,W1KLFNE4,Anna Snelling,Engaging,Won,2017-03-02,74
ST-000475,NKPH3EFG,Cassey Cress,Prospecting,Engaging,2016-12-18,9
ST-000476,GD2OCW12,Darcel Schlecht,Prospecting,Engaging,2016-12-18,20
ST-000477,GD2OCW12,Darcel Schlecht,Engaging,Won,2017-03-14,86
ST-000478,6XO4RYXK,Donn Cantrell,Prospecting,Engaging,2016-12-18,27
ST-000479,6XO4RYXK,Donn Cantrell,Engaging,Won,2017-03-15,87
ST-000480,18Y7GRPW,Garret Kinder,Prospecting,Engaging,2016-12-18,26
ST-000481,18Y7GRPW,Garret Kinder,Engaging,Won,2017-03-21,93
ST-000482,127ZPLXQ,Kary Hendrixson,Prospecting,Engaging,2016-12-18,25
ST-000483,127ZPLXQ,Kary Hendrixson,Engaging,Lost,2017-03-18,90
ST-000484,U07C2HEG,Maureen Marcano,Prospecting,Engaging,2016-12-18,9
ST-000485,U07C2HEG,Maureen Marcano,Engaging,Lost,2017-03-14,86
ST-000486,RNTOJ78L,Rosalina Dieter,Prospecting,Engaging,2016-12-18,25
ST-000487,RNTOJ78L,Rosalina Dieter,Engaging,Lost,2017-03-13,85
ST-000488,N07K7DR7,Rosie Papadopoulos,Prospecting,Engaging,2016-12-18,12
ST-000489,NLB4D5BQ,Versie Hillebrand,Prospecting,Engaging,2016-12-18,15
ST-000490,NLB4D5BQ,Versie Hillebrand,Engaging,Won,2017-03-24,96
ST-000491,FCFDJIEZ,Vicki Laflamme,Prospecting,Engaging,2016-12-18,24
ST-000492,FCFDJIEZ,Vicki Laflamme,Engaging,Won,2017-03-21,93
ST-000493,YZGDW4G1,Violet Mclelland,Prospecting,Engaging,2016-12-18,23
ST-000494,YZGDW4G1,Violet Mclelland,Engaging,Won,2017-03-14,86
ST-000495,G8AO5FA2,Wilburn Farren,Prospecting,Engaging,2016-12-18,14
ST-000496,G8AO5FA2,Wilburn Farren,Engaging,Lost,2017-03-27,99
ST-000497,125VIRMX,Elease Gluck,Prospecting,Engaging,2016-12-19,17
ST-000498,LXXW3TRW,Elease Gluck,Prospecting,Engaging,2016-12-19,19
ST-000499,LXXW3TRW,Elease Gluck,Engaging,Won,2017-03-18,89
ST-000500,8KJ3H262,Elease Gluck,Prospecting,Engaging,2016-12-19,17
ST-000501,8KJ3H262,Elease Gluck,Engaging,Won,2017-03-07,78
ST-000502,88POGNEL,Gladys Colclough,Prospecting,Engaging,2016-12-19,6
ST-000503,88POGNEL,Gladys Colclough,Engaging,Lost,2017-03-07,78
ST-000504,UYP3NNU6,Kami Bicknell,Prospecting,Engaging,2016-12-19,10
ST-000505,UYP3NNU6,Kami Bicknell,Engaging,Won,2017-03-16,87
ST-000506,S1V8684Y,Marty Freudenburg,Prospecting,Engaging,2016-12-19,10
ST-000507,S1V8684Y,Marty Freudenburg,Engaging,Lost,2017-03-12,83
ST-000508,MOPWEMB5,Vicki Laflamme,Prospecting,Engaging,2016-12-19,5
ST-000509,MOPWEMB5,Vicki Laflamme,Engaging,Won,2017-03-16,87
ST-000510,L62MDI48,Anna Snelling,Prospecting,Engaging,2016-12-20,13
ST-000511,L62MDI48,Anna Snelling,Engaging,Lost,2017-03-01,71
ST-000512,3ECHUPQY,Daniell Hammack,Prospecting,Engaging,2016-12-20,3
ST-000513,3EL8D4WO,Darcel Schlecht,Prospecting,Engaging,2016-12-20,21
ST-000514,3EL8D4WO,Darcel Schlecht,Engaging,Won,2017-03-25,95
ST-000515,VOAN1NXG,Donn Cantrell,Prospecting,Engaging,2016-12-20,20
ST-000516,VOAN1NXG,Donn Cantrell,Engaging,Won,2017-03-12,82
ST-000517,ALW92XQL,Gladys Colclough,Prospecting,Engaging,2016-12-20,10
ST-000518,ALW92XQL,Gladys Colclough,Engaging,Lost,2017-03-25,95
ST-000519,TJ6ZA1M3,Kary Hendrixson,Prospecting,Engaging,2016-12-20,21
ST-000520,TJ6ZA1M3,Kary Hendrixson,Engaging,Lost,2017-03-07,77
ST-000521,FKAFO8O9,Kary Hendrixson,Prospecting,Engaging,2016-12-20,10
ST-000522,FKAFO8O9,Kary Hendrixson,Engaging,Won,2017-03-31,101
ST-000523,1XBC7M9F,Markita Hansen,Prospecting,Engaging,2016-12-20,3
ST-000524,1XBC7M9F,Markita Hansen,Engaging,Won,2017-03-08,78
ST-000525,8IXBS90G,Rosie Papadopoulos,Prospecting,Engaging,2016-12-20,5
ST-000526,8IXBS90G,Rosie Papadopoulos,Engaging,Won,2017-03-08,78
ST-000527,2X45BEOS,Cassey Cress,Prospecting,Engaging,2016-12-21,25
ST-000528,2X45BEOS,Cassey Cress,Engaging,Won,2017-03-27,96
ST-000529,EQ8X0QTL,Corliss Cosme,Prospecting,Engaging,2016-12-21,23
ST-000530,EQ8X0QTL,Corliss Cosme,Engaging,Won,2017-03-09,78
ST-000531,5QD53WHF,Daniell Hammack,Prospecting,Engaging,2016-12-21,4
ST-000532,5QD53WHF,Daniell Hammack,Engaging,Won,2017-03-07,76
ST-000533,K5CWSFCW,Elease Gluck,Prospecting,Engaging,2016-12-21,10
ST-000534,79EABK3X,Hayden Neloms,Prospecting,Engaging,2016-12-21,5
ST-000535,79EABK3X,Hayden Neloms,Engaging,Won,2017-03-23,92
ST-000536,2DKO9X1T,Jonathan Berthelot,Prospecting,Engaging,2016-12-21,4
ST-000537,2DKO9X1T,Jonathan Berthelot,Engaging,Lost,2017-03-10,79
ST-000538,IBDEQVBN,Kary Hendrixson,Prospecting,Engaging,2016-12-21,30
ST-000539,IBDEQVBN,Kary Hendrixson,Engaging,Lost,2017-03-28,97
ST-000540,QZ3VV4C1,Kary Hendrixson,Prospecting,Engaging,2016-12-21,13
ST-000541,QZ3VV4C1,Kary Hendrixson,Engaging,Won,2017-03-08,77
ST-000542,62AK8UWX,Moses Frase,Prospecting,Engaging,2016-12-21,5
ST-000543,62AK8UWX,Moses Frase,Engaging,Won,2017-03-22,91
ST-000544,5QM4ORNT,Niesha Huffines,Prospecting,Engaging,2016-12-21,19
ST-000545,5QM4ORNT,Niesha Huffines,Engaging,Won,2017-03-21,90
ST-000546,4H2QMS78,Vicki Laflamme,Prospecting,Engaging,2016-12-21,10
ST-000547,S91N9YBL,Vicki Laflamme,Prospecting,Engaging,2016-12-21,11
ST-000548,S91N9YBL,Vicki Laflamme,Engaging,Lost,2017-03-08,77
ST-000549,44H0FJMH,Anna Snelling,Prospecting,Engaging,2016-12-22,24
ST-000550,44H0FJMH,Anna Snelling,Engaging,Lost,2017-03-27,95
ST-000551,N5AZLQZR,Gladys Colclough,Prospecting,Engaging,2016-12-22,18
ST-000552,N5AZLQZR,Gladys Colclough,Engaging,Won,2017-03-14,82
ST-000553,4T295XQL,Kami Bicknell,Prospecting,Engaging,2016-12-22,9
ST-000554,4T295XQL,Kami Bicknell,Engaging,Won,2017-03-01,69
ST-000555,YFS5KLJJ,Rosalina Dieter,Prospecting,Engaging,2016-12-22,20
ST-000556,YFS5KLJJ,Rosalina Dieter,Engaging,Won,2017-03-31,99
ST-000557,S8GLKDB9,Violet Mclelland,Prospecting,Engaging,2016-12-22,7
ST-000558,S8GLKDB9,Violet Mclelland,Engaging,Won,2017-03-04,72
ST-000559,SQLYCFGV,Zane Levy,Prospecting,Engaging,2016-12-22,26
ST-000560,EUG019AS,Corliss Cosme,Prospecting,Engaging,2016-12-23,21
ST-000561,IE7VQ5BA,Daniell Hammack,Prospecting,Engaging,2016-12-23,21
ST-000562,01QKN578,Darcel Schlecht,Prospecting,Engaging,2016-12-23,18
ST-000563,01QKN578,Darcel Schlecht,Engaging,Won,2017-03-20,87
ST-000564,M0JKP0HT,Gladys Colclough,Prospecting,Engaging,2016-12-23,10
ST-000565,M0JKP0HT,Gladys Colclough,Engaging,Won,2017-03-13,80
ST-000566,ZC3KKSUK,James Ascencio,Prospecting,Engaging,2016-12-23,28
ST-000567,ZC3KKSUK,James Ascencio,Engaging,Won,2017-03-02,69
ST-000568,3X8VLQ5G,Jonathan Berthelot,Prospecting,Engaging,2016-12-23,18
ST-000569,3X8VLQ5G,Jonathan Berthelot,Engaging,Won,2017-03-12,79
ST-000570,EZLXL6GL,Moses Frase,Prospecting,Engaging,2016-12-23,28
ST-000571,EZLXL6GL,Moses Frase,Engaging,Won,2017-03-07,74
ST-000572,R8PEL8V8,Cecily Lampkin,Prospecting,Engaging,2016-12-24,16
ST-000573,R8PEL8V8,Cecily Lampkin,Engaging,Won,2017-03-16,82
ST-000574,L1R32S8H,Corliss Cosme,Prospecting,Engaging,2016-12-24,9
ST-000575,L1R32S8H,Corliss Cosme,Engaging,Won,2017-03-26,92
ST-000576,J7N8J8NM,Darcel Schlecht,Prospecting,Engaging,2016-12-24,6
ST-000577,J7N8J8NM,Darcel Schlecht,Engaging,Won,2017-03-14,80
ST-000578,TO7PGVP1,Elease Gluck,Prospecting,Engaging,2016-12-24,6
ST-000579,TO7PGVP1,Elease Gluck,Engaging,Lost,2017-03-29,95
ST-000580,A051G1B4,Jonathan Berthelot,Prospecting,Engaging,2016-12-24,24
ST-000581,A051G1B4,Jonathan Berthelot,Engaging,Won,2017-03-31,97
ST-000582,NMDMM5YJ,Moses Frase,Prospecting,Engaging,2016-12-24,16
ST-000583,NMDMM5YJ,Moses Frase,Engaging,Won,2017-03-03,69
ST-000584,LWPJEV3U,Niesha Huffines,Prospecting,Engaging,2016-12-24,14
ST-000585,LWPJEV3U,Niesha Huffines,Engaging,Lost,2017-03-10,76
ST-000586,I93ZFHEM,Versie Hillebrand,Prospecting,Engaging,2016-12-24,16
ST-000587,I93ZFHEM,Versie Hillebrand,Engaging,Won,2017-03-08,74
ST-000588,B2VJCVBB,Darcel Schlecht,Prospecting,Engaging,2016-12-25,16
ST-000589,B2VJCVBB,Darcel Schlecht,Engaging,Won,2017-03-13,78
ST-000590,F90O03ZH,Donn Cantrell,Prospecting,Engaging,2016-12-25,17
ST-000591,F90O03ZH,Donn Cantrell,Engaging,Lost,2017-03-23,88
ST-000592,PC78RLUX,Garret Kinder,Prospecting,Engaging,2016-12-25,30
ST-000593,PC78RLUX,Garret Kinder,Engaging,Won,2017-03-30,95
ST-000594,X6GL64T5,Gladys Colclough,Prospecting,Engaging,2016-12-25,26
ST-000595,X6GL64T5,Gladys Colclough,Engaging,Won,2017-03-25,90
ST-000596,OWM3BPGW,Hayden Neloms,Prospecting,Engaging,2016-12-25,4
ST-000597,OWM3BPGW,Hayden Neloms,Engaging,Won,2017-03-17,82
ST-000598,RP5PS9A5,Lajuana Vencill,Prospecting,Engaging,2016-12-25,24
ST-000599,RP5PS9A5,Lajuana Vencill,Engaging,Won,2017-03-10,75
ST-000600,AI76U58A,Maureen Marcano,Prospecting,Engaging,2016-12-25,23
ST-000601,KFPM2LJW,Rosalina Dieter,Prospecting,Engaging,2016-12-25,23
ST-000602,F2PW7WP2,Violet Mclelland,Prospecting,Engaging,2016-12-25,6
ST-000603,F2PW7WP2,Violet Mclelland,Engaging,Won,2017-03-05,70
ST-000604,GK8YD2XW,Darcel Schlecht,Prospecting,Engaging,2016-12-26,4
ST-000605,GK8YD2XW,Darcel Schlecht,Engaging,Lost,2017-03-23,87
ST-000606,U4LRR9E9,James Ascencio,Prospecting,Engaging,2016-12-26,15
ST-000607,U4LRR9E9,James Ascencio,Engaging,Won,2017-03-10,74
ST-000608,B00UMAV4,Kami Bicknell,Prospecting,Engaging,2016-12-26,26
ST-000609,C8TV7R8A,Kary Hendrixson,Prospecting,Engaging,2016-12-26,13
ST-000610,9N55D1AH,Niesha Huffines,Prospecting,Engaging,2016-12-26,28
ST-000611,9N55D1AH,Niesha Huffines,Engaging,Won,2017-03-02,66
ST-000612,2VCDVCIZ,Kary Hendrixson,Prospecting,Engaging,2016-12-27,30
ST-000613,WI4PODA2,Kary Hendrixson,Prospecting,Engaging,2016-12-27,6
ST-000614,WI4PODA2,Kary Hendrixson,Engaging,Won,2017-03-15,78
ST-000615,VF1V41RI,Markita Hansen,Prospecting,Engaging,2016-12-27,10
ST-000616,VF1V41RI,Markita Hansen,Engaging,Lost,2017-03-28,91
ST-000617,1B4L7TNG,Markita Hansen,Prospecting,Engaging,2016-12-27,9
ST-000618,1B4L7TNG,Markita Hansen,Engaging,Lost,2017-03-25,88
ST-000619,MZAN11FT,Anna Snelling,Prospecting,Engaging,2016-12-28,9
ST-000620,MZAN11FT,Anna Snelling,Engaging,Won,2017-03-01,63
ST-000621,0U3WVJO0,Corliss Cosme,Prospecting,Engaging,2016-12-28,20
ST-000622,0IO00FNS,Darcel Schlecht,Prospecting,Engaging,2016-12-28,17
ST-000623,0IO00FNS,Darcel Schlecht,Engaging,Lost,2017-03-16,78
ST-000624,8S6TNXYB,Darcel Schlecht,Prospecting,Engaging,2016-12-28,7
ST-000625,8S6TNXYB,Darcel Schlecht,Engaging,Won,2017-03-22,84
ST-000626,PMMW9JX3,Kary Hendrixson,Prospecting,Engaging,2016-12-28,16
ST-000627,MOLGOSGE,Kary Hendrixson,Prospecting,Engaging,2016-12-28,8
ST-000628,MOLGOSGE,Kary Hendrixson,Engaging,Won,2017-03-13,75
ST-000629,FA1VHZSV,Reed Clapper,Prospecting,Engaging,2016-12-28,11
ST-000630,FA1VHZSV,Reed Clapper,Engaging,Won,2017-03-16,78
ST-000631,PXQEX039,Versie Hillebrand,Prospecting,Engaging,2016-12-28,17
ST-000632,PXQEX039,Versie Hillebrand,Engaging,Won,2017-03-28,90
ST-000633,RX56S6G3,Vicki Laflamme,Prospecting,Engaging,2016-12-28,10
ST-000634,RX56S6G3,Vicki Laflamme,Engaging,Won,2017-03-13,75
ST-000635,G4F8W039,Anna Snelling,Prospecting,Engaging,2016-12-29,30
ST-000636,G4F8W039,Anna Snelling,Engaging,Won,2017-03-27,88
ST-000637,4T31MWVO,Anna Snelling,Prospecting,Engaging,2016-12-29,5
ST-000638,4T31MWVO,Anna Snelling,Engaging,Won,2017-03-23,84
ST-000639,2HT2R2GY,Cassey Cress,Prospecting,Engaging,2016-12-29,17
ST-000640,83XN082U,Corliss Cosme,Prospecting,Engaging,2016-12-29,28
ST-000641,83XN082U,Corliss Cosme,Engaging,Won,2017-03-23,84
ST-000642,J21W3WIW,Corliss Cosme,Prospecting,Engaging,2016-12-29,30
ST-000643,J21W3WIW,Corliss Cosme,Engaging,Won,2017-03-03,64
ST-000644,52UPJFYI,Gladys Colclough,Prospecting,Engaging,2016-12-29,30
ST-000645,52UPJFYI,Gladys Colclough,Engaging,Won,2017-03-19,80
ST-000646,QOL51JIB,James Ascencio,Prospecting,Engaging,2016-12-29,20
ST-000647,QOL51JIB,James Ascencio,Engaging,Won,2017-03-10,71
ST-000648,13GM5I6M,Kami Bicknell,Prospecting,Engaging,2016-12-29,6
ST-000649,93AGN8A6,Markita Hansen,Prospecting,Engaging,2016-12-29,4
ST-000650,93AGN8A6,Markita Hansen,Engaging,Won,2017-03-13,74
ST-000651,J7UNJFJL,Marty Freudenburg,Prospecting,Engaging,2016-12-29,23
ST-000652,J7UNJFJL,Marty Freudenburg,Engaging,Won,2017-03-03,64
ST-000653,A4H5ESTU,Maureen Marcano,Prospecting,Engaging,2016-12-29,20
ST-000654,A4H5ESTU,Maureen Marcano,Engaging,Won,2017-03-13,74
ST-000655,8EZ04VQB,Reed Clapper,Prospecting,Engaging,2016-12-29,29
ST-000656,8EZ04VQB,Reed Clapper,Engaging,Lost,2017-03-28,89
